date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_entry,outcome,winner_entry
2008-06-09,Queen's Club,B,3,G,false,79,F,Rafael Nadal,1,Spain,ESP,2,7,2405,Novak Djokovic,2,Serbia,SRB,3,-7,2299,7-6(6) 7-5,,,
2008-06-09,Queen's Club,B,3,G,false,79,SF,Rafael Nadal,1,Spain,ESP,2,5,2400,Andy Roddick,3,United States,USA,6,-5,2234,7-5 6-4,,,
2008-06-09,Queen's Club,B,3,G,false,79,QF,Rafael Nadal,1,Spain,ESP,2,1,2399,Ivo Karlovic,8,Croatia,CRO,22,-1,1997,6-7(5) 7-6(5) 7-6(4),,,
2008-06-09,Queen's Club,B,3,G,false,79,R16,Rafael Nadal,1,Spain,ESP,2,1,2398,Kei Nishikori,,Japan,JPN,113,,1807,6-4 3-6 6-3,,,
2008-06-09,Queen's Club,B,3,G,false,79,R32,Rafael Nadal,1,Spain,ESP,2,1,2397,Jonas Bjorkman,,Sweden,SWE,102,-1,1860,6-2 6-2,WC,,
2008-05-25,Roland Garros,G,5,C,false,41,F,Rafael Nadal,2,Spain,ESP,2,17,2380,Roger Federer,1,Switzerland,SUI,1,-18,2417,6-1 6-3 6-0,,,
2008-05-25,Roland Garros,G,5,C,false,41,SF,Rafael Nadal,2,Spain,ESP,2,12,2368,Novak Djokovic,3,Serbia,SRB,3,-12,2299,6-4 6-2 7-6(3),,,
2008-05-25,Roland Garros,G,5,C,false,41,QF,Rafael Nadal,2,Spain,ESP,2,4,2364,Nicolas Almagro,19,Spain,ESP,20,-5,2071,6-1 6-1 6-1,,,
2008-05-25,Roland Garros,G,5,C,false,41,R16,Rafael Nadal,2,Spain,ESP,2,4,2360,Fernando Verdasco,22,Spain,ESP,23,-3,2035,6-1 6-0 6-2,,,
2008-05-25,Roland Garros,G,5,C,false,41,R32,Rafael Nadal,2,Spain,ESP,2,2,2358,Jarkko Nieminen,26,Finland,FIN,26,-3,1945,6-1 6-3 6-1,,,
2008-05-25,Roland Garros,G,5,C,false,41,R64,Rafael Nadal,2,Spain,ESP,2,1,2357,Nicolas Devilder,,France,FRA,148,-1,1773,6-4 6-0 6-1,Q,,
2008-05-25,Roland Garros,G,5,C,false,41,R128,Rafael Nadal,2,Spain,ESP,2,,2357,Thomaz Bellucci,,Brazil,BRA,76,-1,1692,7-5 6-3 6-1,Q,,
2008-05-11,Hamburg Masters,M,3,C,false,29,F,Rafael Nadal,2,Spain,ESP,2,15,2342,Roger Federer,1,Switzerland,SUI,1,-15,2416,7-5 6-7(3) 6-3,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,SF,Rafael Nadal,2,Spain,ESP,2,10,2332,Novak Djokovic,3,Serbia,SRB,3,-10,2297,7-5 2-6 6-2,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,QF,Rafael Nadal,2,Spain,ESP,2,2,2330,Carlos Moya,11,Spain,ESP,12,-3,1994,6-1 6-3,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,R16,Rafael Nadal,2,Spain,ESP,2,5,2325,Andy Murray,15,United Kingdom,GBR,14,-5,2128,6-3 6-2,,,
2008-05-11,Hamburg Masters,M,3,C,false,29,R32,Rafael Nadal,2,Spain,ESP,2,2,2323,Potito Starace,,Italy,ITA,47,-2,1870,6-4 7-6(6),,,
2008-05-05,Rome Masters,M,3,C,false,35,R32,Juan Carlos Ferrero,,Spain,ESP,23,18,2042,Rafael Nadal,2,Spain,ESP,2,-17,2340,7-5 6-1,,,
2008-04-28,Barcelona,A,3,C,false,34,F,Rafael Nadal,1,Spain,ESP,2,6,2334,David Ferrer,2,Spain,ESP,5,-7,2180,6-1 4-6 6-1,,,
2008-04-28,Barcelona,A,3,C,false,34,SF,Rafael Nadal,1,Spain,ESP,2,2,2332,Denis Gremelmayr,,Germany,GER,85,-2,1885,6-1 6-0,,,
2008-04-28,Barcelona,A,3,C,false,34,QF,Rafael Nadal,1,Spain,ESP,2,1,2331,Juan Ignacio Chela,,Argentina,ARG,37,-2,1947,6-4 6-2,,,
2008-04-28,Barcelona,A,3,C,false,34,R16,Rafael Nadal,1,Spain,ESP,2,2,2329,Feliciano Lopez,16,Spain,ESP,35,-2,1972,6-4 6-3,,,
2008-04-28,Barcelona,A,3,C,false,34,R32,Rafael Nadal,1,Spain,ESP,2,1,2328,Potito Starace,,Italy,ITA,45,-2,1852,6-4 6-2,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,F,Rafael Nadal,2,Spain,ESP,2,17,2311,Roger Federer,1,Switzerland,SUI,1,-17,2441,7-5 7-5,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,SF,Rafael Nadal,2,Spain,ESP,2,8,2303,Nikolay Davydenko,4,Russian Federation,RUS,4,-7,2183,6-3 6-2,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,QF,Rafael Nadal,2,Spain,ESP,2,6,2297,David Ferrer,5,Spain,ESP,5,-7,2171,6-1 7-5,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,R16,Rafael Nadal,2,Spain,ESP,2,4,2293,Juan Carlos Ferrero,13,Spain,ESP,24,-4,2037,6-4 6-1,,,
2008-04-20,Monte Carlo Masters,M,3,C,false,20,R32,Rafael Nadal,2,Spain,ESP,2,5,2288,Mario Ancic,,Croatia,CRO,55,-5,2108,6-0 6-3,WC,,
2008-04-11,Davis Cup WG,D,5,H,false,,QF,Rafael Nadal,,Spain,ESP,2,4,2284,Nicolas Kiefer,,Germany,GER,47,-4,2023,7-6(5) 6-0 6-3,,,
2008-03-27,Miami Masters,M,3,H,false,57,F,Nikolay Davydenko,4,Russian Federation,RUS,4,18,2138,Rafael Nadal,2,Spain,ESP,2,-18,2302,6-4 6-2,,,
2008-03-27,Miami Masters,M,3,H,false,57,SF,Rafael Nadal,2,Spain,ESP,2,5,2297,Tomas Berdych,10,Czech Republic,CZE,10,-5,2107,7-6(6) 6-2,,,
2008-03-27,Miami Masters,M,3,H,false,57,QF,Rafael Nadal,2,Spain,ESP,2,6,2291,James Blake,9,United States,USA,9,-6,2132,3-6 6-3 6-1,,,
2008-03-27,Miami Masters,M,3,H,false,57,R16,Rafael Nadal,2,Spain,ESP,2,5,2286,Paul Henri Mathieu,16,France,FRA,16,-5,2057,6-4 6-4,,,
2008-03-27,Miami Masters,M,3,H,false,57,R32,Rafael Nadal,2,Spain,ESP,2,3,2283,Nicolas Kiefer,,Germany,GER,51,-4,2027,6-2 6-4,,,
2008-03-27,Miami Masters,M,3,H,false,57,R64,Rafael Nadal,2,Spain,ESP,2,1,2282,Benjamin Becker,,Germany,GER,108,-2,1810,7-5 6-2,Q,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,SF,Novak Djokovic,3,Serbia,SRB,3,12,2262,Rafael Nadal,2,Spain,ESP,2,-12,2294,6-3 6-2,,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,QF,Rafael Nadal,2,Spain,ESP,2,6,2288,James Blake,9,United States,USA,9,-6,2119,7-5 3-6 6-3,,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,R16,Rafael Nadal,2,Spain,ESP,2,4,2284,Jo Wilfried Tsonga,17,France,FRA,17,-4,2034,6-7(4) 7-6(3) 7-5,,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,R32,Rafael Nadal,2,Spain,ESP,2,1,2283,Donald Young,,United States,USA,86,-2,1768,6-1 6-3,WC,,
2008-03-13,Indian Wells Masters,M,3,H,false,47,R64,Rafael Nadal,2,Spain,ESP,2,1,2282,Santiago Giraldo,,Colombia,COL,141,-2,1730,6-3 6-3,Q,,
2008-03-03,Dubai,A,3,H,false,70,QF,Andy Roddick,6,United States,USA,6,12,2198,Rafael Nadal,2,Spain,ESP,2,-12,2294,7-6(5) 6-2,,,
2008-03-03,Dubai,A,3,H,false,70,R16,Rafael Nadal,2,Spain,ESP,2,,2294,Mikhail Ledovskikh,,Russian Federation,RUS,171,-2,1679,6-4 6-0,Q,,
2008-03-03,Dubai,A,3,H,false,70,R32,Rafael Nadal,2,Spain,ESP,2,3,2291,Philipp Kohlschreiber,,Germany,GER,27,-3,2009,3-6 6-1 6-4,,,
2008-02-18,Rotterdam,A,3,H,true,73,R16,Andreas Seppi,,Italy,ITA,42,19,1896,Rafael Nadal,1,Spain,ESP,2,-16,2307,3-6 6-3 6-4,,,
2008-02-18,Rotterdam,A,3,H,true,73,R32,Rafael Nadal,1,Spain,ESP,2,3,2304,Dmitry Tursunov,,Russian Federation,RUS,33,-2,1983,6-4 6-4,,,
2008-01-14,Australian Open,G,5,H,false,53,SF,Jo Wilfried Tsonga,,France,FRA,38,26,2000,Rafael Nadal,2,Spain,ESP,2,-25,2329,6-2 6-3 6-2,,,
2008-01-14,Australian Open,G,5,H,false,53,QF,Rafael Nadal,2,Spain,ESP,2,4,2325,Jarkko Nieminen,24,Finland,FIN,26,-4,2027,7-5 6-3 6-1,,,
2008-01-14,Australian Open,G,5,H,false,53,R16,Rafael Nadal,2,Spain,ESP,2,4,2321,Paul Henri Mathieu,23,France,FRA,25,-4,2046,6-4 3-0 RET,,RET,
2008-01-14,Australian Open,G,5,H,false,53,R32,Rafael Nadal,2,Spain,ESP,2,3,2318,Gilles Simon,28,France,FRA,33,-3,1963,7-5 6-2 6-3,,,
2008-01-14,Australian Open,G,5,H,false,53,R64,Rafael Nadal,2,Spain,ESP,2,2,2316,Florent Serra,,France,FRA,88,-2,1872,6-0 6-2 6-2,,,
2008-01-14,Australian Open,G,5,H,false,53,R128,Rafael Nadal,2,Spain,ESP,2,1,2315,Viktor Troicki,,Serbia,SRB,126,-2,1744,7-6(3) 7-5 6-1,Q,,
2007-12-31,Chennai,B,3,H,false,54,F,Mikhail Youzhny,4,Russian Federation,RUS,19,17,2078,Rafael Nadal,1,Spain,ESP,2,-17,2332,6-0 6-1,,,
2007-12-31,Chennai,B,3,H,false,54,SF,Rafael Nadal,1,Spain,ESP,2,3,2329,Carlos Moya,3,Spain,ESP,17,-4,2054,6-7(3) 7-6(8) 7-6(1),,,
2007-12-31,Chennai,B,3,H,false,54,QF,Rafael Nadal,1,Spain,ESP,2,1,2328,Guillermo Garcia Lopez,,Spain,ESP,90,-1,1781,6-3 6-2,,,
2007-12-31,Chennai,B,3,H,false,54,R16,Rafael Nadal,1,Spain,ESP,2,1,2327,Rajeev Ram,,United States,USA,253,-2,1676,6-2 6-1,Q,,
2007-12-31,Chennai,B,3,H,false,54,R32,Rafael Nadal,1,Spain,ESP,2,,2327,Mathieu Montcourt,,France,FRA,123,-2,1756,6-2 6-4,,,
2007-11-12,Masters Cup,F,3,H,true,55,SF,Roger Federer,,Switzerland,SUI,1,7,2471,Rafael Nadal,,Spain,ESP,2,-8,2335,6-4 6-1,,,
2007-11-12,Masters Cup,F,3,H,true,55,RR,Rafael Nadal,,Spain,ESP,2,9,2326,Novak Djokovic,,Serbia,SRB,3,-9,2257,6-4 6-4,,,
2007-11-12,Masters Cup,F,3,H,true,55,RR,David Ferrer,,Spain,ESP,6,17,2139,Rafael Nadal,,Spain,ESP,2,-17,2343,4-6 6-4 6-3,,,
2007-11-12,Masters Cup,F,3,H,true,55,RR,Rafael Nadal,,Spain,ESP,2,5,2338,Richard Gasquet,,France,FRA,8,-4,2086,3-6 6-3 6-4,,,
2007-10-28,Paris Masters,M,3,H,true,70,F,David Nalbandian,,Argentina,ARG,21,18,2162,Rafael Nadal,2,Spain,ESP,2,-19,2357,6-4 6-0,,,
2007-10-28,Paris Masters,M,3,H,true,70,SF,Rafael Nadal,2,Spain,ESP,2,4,2353,Marcos Baghdatis,,Cyprus,CYP,22,-4,2101,4-6 6-4 6-3,,,
2007-10-28,Paris Masters,M,3,H,true,70,QF,Rafael Nadal,2,Spain,ESP,2,4,2349,Mikhail Youzhny,,Russian Federation,RUS,18,-4,2077,6-4 6-2,,,
2007-10-28,Paris Masters,M,3,H,true,70,R16,Rafael Nadal,2,Spain,ESP,2,2,2347,Stan Wawrinka,,Switzerland,SUI,36,-2,2009,6-4 6-3,,,
2007-10-28,Paris Masters,M,3,H,true,70,R32,Rafael Nadal,2,Spain,ESP,2,2,2345,Filippo Volandri,,Italy,ITA,41,-2,1906,6-3 6-1,,,
2007-10-15,Madrid Masters,M,3,H,true,77,QF,David Nalbandian,,Argentina,ARG,25,18,2063,Rafael Nadal,2,Spain,ESP,2,-18,2363,6-1 6-2,,,
2007-10-15,Madrid Masters,M,3,H,true,77,R16,Rafael Nadal,2,Spain,ESP,2,4,2359,Andy Murray,,United Kingdom,GBR,17,-4,2091,7-6(5) 6-4,,,
2007-10-15,Madrid Masters,M,3,H,true,77,R32,Rafael Nadal,2,Spain,ESP,2,3,2356,Marcos Baghdatis,,Cyprus,CYP,22,-3,2061,6-4 6-4,,,
2007-08-27,US Open,G,5,H,false,59,R16,David Ferrer,15,Spain,ESP,15,21,2117,Rafael Nadal,2,Spain,ESP,2,-21,2378,6-7(3) 6-4 7-6(4) 6-2,,,
2007-08-27,US Open,G,5,H,false,59,R32,Rafael Nadal,2,Spain,ESP,2,2,2376,Jo Wilfried Tsonga,,France,FRA,74,-2,1861,7-6(3) 6-2 6-1,,,
2007-08-27,US Open,G,5,H,false,59,R64,Rafael Nadal,2,Spain,ESP,2,1,2375,Janko Tipsarevic,,Serbia,SRB,56,-2,1882,6-2 6-3 3-2 RET,,RET,
2007-08-27,US Open,G,5,H,false,59,R128,Rafael Nadal,2,Spain,ESP,2,1,2374,Alun Jones,,Australia,AUS,123,-1,1682,7-5 3-6 6-4 6-1,WC,,
2007-08-13,Cincinnati Masters,M,3,H,false,80,R32,Juan Monaco,,Argentina,ARG,25,18,2020,Rafael Nadal,2,Spain,ESP,2,-18,2392,7-6(5) 4-1 RET,,RET,
2007-08-05,Canada Masters,M,3,H,false,67,SF,Novak Djokovic,3,Serbia,SRB,4,16,2213,Rafael Nadal,2,Spain,ESP,2,-17,2409,7-5 6-3,,,
2007-08-05,Canada Masters,M,3,H,false,67,QF,Rafael Nadal,2,Spain,ESP,2,1,2408,Frank Dancevic,,Canada,CAN,91,-1,1892,4-6 6-2 6-3,WC,,
2007-08-05,Canada Masters,M,3,H,false,67,R16,Rafael Nadal,2,Spain,ESP,2,3,2405,Paul Henri Mathieu,,France,FRA,23,-3,2085,3-6 6-3 6-2,,,
2007-08-05,Canada Masters,M,3,H,false,67,R32,Rafael Nadal,2,Spain,ESP,2,2,2403,Marat Safin,,Russian Federation,RUS,22,-2,2006,7-6(4) 6-0,,,
2007-07-16,Stuttgart,A,3,C,false,49,F,Rafael Nadal,1,Spain,ESP,2,1,2402,Stan Wawrinka,,Switzerland,SUI,50,-2,1947,6-4 7-5,,,
2007-07-16,Stuttgart,A,3,C,false,49,SF,Rafael Nadal,1,Spain,ESP,2,2,2400,Feliciano Lopez,,Spain,ESP,84,-1,1931,6-1 7-5,,,
2007-07-16,Stuttgart,A,3,C,false,49,QF,Rafael Nadal,1,Spain,ESP,2,1,2399,Juan Monaco,8,Argentina,ARG,29,-1,1968,6-1 6-3,,,
2007-07-16,Stuttgart,A,3,C,false,49,R16,Rafael Nadal,1,Spain,ESP,2,1,2398,Philipp Kohlschreiber,,Germany,GER,37,-1,1945,6-3 6-3,,,
2007-07-16,Stuttgart,A,3,C,false,49,R32,Rafael Nadal,1,Spain,ESP,2,1,2397,Alexander Waske,,Germany,GER,135,-1,1751,6-1 6-1,WC,,
2007-06-25,Wimbledon,G,5,G,false,73,F,Roger Federer,1,Switzerland,SUI,1,13,2491,Rafael Nadal,2,Spain,ESP,2,-13,2410,7-6(7) 4-6 7-6(3) 2-6 6-2,,,
2007-06-25,Wimbledon,G,5,G,false,73,SF,Rafael Nadal,2,Spain,ESP,2,7,2403,Novak Djokovic,4,Serbia,SRB,5,-7,2212,3-6 6-1 4-1 RET,,RET,
2007-06-25,Wimbledon,G,5,G,false,73,QF,Rafael Nadal,2,Spain,ESP,2,5,2398,Tomas Berdych,7,Czech Republic,CZE,11,-5,2126,7-6(1) 6-4 6-2,,,
2007-06-25,Wimbledon,G,5,G,false,73,R16,Rafael Nadal,2,Spain,ESP,2,5,2393,Mikhail Youzhny,14,Russian Federation,RUS,13,-5,2124,4-6 3-6 6-1 6-2 6-2,,,
2007-06-25,Wimbledon,G,5,G,false,73,R32,Rafael Nadal,2,Spain,ESP,2,3,2390,Robin Soderling,28,Sweden,SWE,28,-4,2048,6-4 6-4 6-7(7) 4-6 7-5,,,
2007-06-25,Wimbledon,G,5,G,false,73,R64,Rafael Nadal,2,Spain,ESP,2,,2390,Werner Eschauer,,Austria,AUT,72,-1,1714,6-2 6-4 6-1,,,
2007-06-25,Wimbledon,G,5,G,false,73,R128,Rafael Nadal,2,Spain,ESP,2,2,2388,Mardy Fish,,United States,USA,38,-2,1951,6-3 7-6(4) 6-3,,,
2007-06-11,Queen's Club,B,3,G,false,79,QF,Nicolas Mahut,,France,FRA,106,22,1863,Rafael Nadal,1,Spain,ESP,2,-16,2404,7-5 7-6(0),,,
2007-06-11,Queen's Club,B,3,G,false,79,R16,Rafael Nadal,1,Spain,ESP,2,,2404,Max Mirnyi,,Belarus,BLR,58,-1,1901,7-6(3) 6-3,,,
2007-06-11,Queen's Club,B,3,G,false,79,R32,Rafael Nadal,1,Spain,ESP,2,1,2403,Juan Martin Del Potro,,Argentina,ARG,59,-1,1926,6-4 6-4,,,
2007-05-28,Roland Garros,G,5,C,false,38,F,Rafael Nadal,2,Spain,ESP,2,22,2381,Roger Federer,1,Switzerland,SUI,1,-21,2504,6-3 4-6 6-3 6-4,,,
2007-05-28,Roland Garros,G,5,C,false,38,SF,Rafael Nadal,2,Spain,ESP,2,8,2373,Novak Djokovic,6,Serbia,SRB,6,-8,2198,7-5 6-4 6-2,,,
2007-05-28,Roland Garros,G,5,C,false,38,QF,Rafael Nadal,2,Spain,ESP,2,3,2370,Carlos Moya,23,Spain,ESP,26,-4,2058,6-4 6-3 6-0,,,
2007-05-28,Roland Garros,G,5,C,false,38,R16,Rafael Nadal,2,Spain,ESP,2,6,2364,Lleyton Hewitt,14,Australia,AUS,16,-6,2140,6-3 6-1 7-6(5),,,
2007-05-28,Roland Garros,G,5,C,false,38,R32,Rafael Nadal,2,Spain,ESP,2,2,2362,Albert Montanes,,Spain,ESP,50,-2,1921,6-1 6-3 6-2,,,
2007-05-28,Roland Garros,G,5,C,false,38,R64,Rafael Nadal,2,Spain,ESP,2,1,2361,Flavio Cipolla,,Italy,ITA,227,-1,1788,6-2 6-1 6-4,Q,,
2007-05-28,Roland Garros,G,5,C,false,38,R128,Rafael Nadal,2,Spain,ESP,2,1,2360,Juan Martin Del Potro,,Argentina,ARG,59,-2,1919,7-5 6-3 6-2,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,F,Roger Federer,1,Switzerland,SUI,1,8,2487,Rafael Nadal,2,Spain,ESP,2,-8,2368,2-6 6-2 6-0,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,SF,Rafael Nadal,2,Spain,ESP,2,5,2363,Lleyton Hewitt,16,Australia,AUS,21,-5,2134,2-6 6-3 7-5,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,QF,Rafael Nadal,2,Spain,ESP,2,5,2358,Fernando Gonzalez,5,Chile,CHI,5,-5,2169,6-4 6-4,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,R16,Rafael Nadal,2,Spain,ESP,2,2,2356,Igor Andreev,,Russian Federation,RUS,164,-2,1966,6-4 6-1,,,
2007-05-14,Hamburg Masters,M,3,C,false,30,R32,Rafael Nadal,2,Spain,ESP,2,1,2355,Oscar Hernandez,,Spain,ESP,69,-1,1832,7-5 6-1,Q,,
2007-05-07,Rome Masters,M,3,C,false,28,F,Rafael Nadal,2,Spain,ESP,2,6,2349,Fernando Gonzalez,6,Chile,CHI,6,-6,2165,6-2 6-2,,,
2007-05-07,Rome Masters,M,3,C,false,28,SF,Rafael Nadal,2,Spain,ESP,2,4,2345,Nikolay Davydenko,4,Russian Federation,RUS,4,-4,2081,7-6(3) 6-7(8) 6-4,,,
2007-05-07,Rome Masters,M,3,C,false,28,QF,Rafael Nadal,2,Spain,ESP,2,7,2338,Novak Djokovic,5,Serbia,SRB,5,-6,2194,6-2 6-3,,,
2007-05-07,Rome Masters,M,3,C,false,28,R16,Rafael Nadal,2,Spain,ESP,2,4,2334,Mikhail Youzhny,15,Russian Federation,RUS,16,-4,2110,6-2 6-2,,,
2007-05-07,Rome Masters,M,3,C,false,28,R32,Rafael Nadal,2,Spain,ESP,2,1,2333,Daniele Bracciali,,Italy,ITA,125,-1,1839,6-4 6-2,WC,,
2007-04-23,Barcelona,A,3,C,false,32,F,Rafael Nadal,1,Spain,ESP,2,5,2328,Guillermo Canas,12,Argentina,ARG,28,-5,2115,6-3 6-4,,,
2007-04-23,Barcelona,A,3,C,false,32,SF,Rafael Nadal,1,Spain,ESP,2,4,2324,David Ferrer,5,Spain,ESP,16,-4,2089,7-5 6-1,,,
2007-04-23,Barcelona,A,3,C,false,32,QF,Rafael Nadal,1,Spain,ESP,2,1,2323,Potito Starace,,Italy,ITA,72,-1,1871,6-2 7-5,,,
2007-04-23,Barcelona,A,3,C,false,32,R16,Rafael Nadal,1,Spain,ESP,2,2,2321,Thomas Johansson,,Sweden,SWE,73,-2,1970,6-1 6-4,,,
2007-04-23,Barcelona,A,3,C,false,32,R32,Rafael Nadal,1,Spain,ESP,2,2,2319,Kristof Vliegen,,Belgium,BEL,53,-2,1926,6-1 6-2,,,
2007-04-15,Monte Carlo Masters,M,3,C,false,21,F,Rafael Nadal,2,Spain,ESP,2,19,2300,Roger Federer,1,Switzerland,SUI,1,-20,2519,6-4 6-4,,,
2007-04-15,Monte Carlo Masters,M,3,C,false,21,SF,Rafael Nadal,2,Spain,ESP,2,5,2295,Tomas Berdych,10,Czech Republic,CZE,14,-5,2095,6-0 7-5,,,
2007-04-15,Monte Carlo Masters,M,3,C,false,21,QF,Rafael Nadal,2,Spain,ESP,2,2,2293,Philipp Kohlschreiber,,Germany,GER,59,-3,1923,6-2 6-3,Q,,
2007-04-15,Monte Carlo Masters,M,3,C,false,21,R16,Rafael Nadal,2,Spain,ESP,2,2,2291,Kristof Vliegen,,Belgium,BEL,52,-3,1921,6-1 6-1,,,
2007-04-15,Monte Carlo Masters,M,3,C,false,21,R32,Rafael Nadal,2,Spain,ESP,2,4,2287,Juan Ignacio Chela,,Argentina,ARG,22,-4,2036,6-3 6-1,,,
2007-03-19,Miami Masters,M,3,H,false,53,QF,Novak Djokovic,10,Serbia,SRB,10,15,2130,Rafael Nadal,2,Spain,ESP,2,-15,2302,6-3 6-4,,,
2007-03-19,Miami Masters,M,3,H,false,53,R16,Rafael Nadal,2,Spain,ESP,2,2,2300,Juan Martin Del Potro,,Argentina,ARG,63,-3,1929,6-0 6-4,,,
2007-03-19,Miami Masters,M,3,H,false,53,R32,Rafael Nadal,2,Spain,ESP,2,2,2298,Olivier Rochus,30,Belgium,BEL,36,-2,2021,W/O,,W/O,
2007-03-19,Miami Masters,M,3,H,false,53,R64,Rafael Nadal,2,Spain,ESP,2,1,2297,Ricardo Mello,,Brazil,BRA,127,-1,1780,7-6(7) 6-2,Q,,
2007-03-05,Indian Wells Masters,M,3,H,false,59,F,Rafael Nadal,2,Spain,ESP,2,6,2291,Novak Djokovic,12,Serbia,SRB,13,-7,2125,6-2 7-5,,,
2007-03-05,Indian Wells Masters,M,3,H,false,59,SF,Rafael Nadal,2,Spain,ESP,2,10,2281,Andy Roddick,3,United States,USA,3,-9,2216,6-4 6-3,,,
2007-03-05,Indian Wells Masters,M,3,H,false,59,QF,Rafael Nadal,2,Spain,ESP,2,3,2278,Juan Ignacio Chela,30,Argentina,ARG,31,-4,2022,7-5 7-5,,,
2007-03-05,Indian Wells Masters,M,3,H,false,59,R16,Rafael Nadal,2,Spain,ESP,2,3,2275,Juan Carlos Ferrero,22,Spain,ESP,23,-4,1978,6-1 6-1,,,
2007-03-05,Indian Wells Masters,M,3,H,false,59,R32,Rafael Nadal,2,Spain,ESP,2,3,2272,Fernando Verdasco,32,Spain,ESP,33,-3,1938,6-4 6-4,,,
2007-03-05,Indian Wells Masters,M,3,H,false,59,R64,Rafael Nadal,2,Spain,ESP,2,2,2270,Arnaud Clement,,France,FRA,53,-3,1940,6-3 7-6(3),,,
2007-02-26,Dubai,A,3,H,false,65,QF,Mikhail Youzhny,,Russian Federation,RUS,18,14,2097,Rafael Nadal,2,Spain,ESP,2,-13,2283,7-6(5) 6-3,,,
2007-02-26,Dubai,A,3,H,false,65,R16,Rafael Nadal,2,Spain,ESP,2,2,2281,Igor Andreev,,Russian Federation,RUS,139,-2,1958,6-2 3-6 7-6(2),,,
2007-02-26,Dubai,A,3,H,false,65,R32,Rafael Nadal,2,Spain,ESP,2,4,2277,Marcos Baghdatis,,Cyprus,CYP,17,-4,2050,3-6 6-2 6-3,,,
2007-01-15,Australian Open,G,5,H,false,55,QF,Fernando Gonzalez,10,Chile,CHI,9,18,2185,Rafael Nadal,2,Spain,ESP,2,-18,2295,6-2 6-4 6-3,,,
2007-01-15,Australian Open,G,5,H,false,55,R16,Rafael Nadal,2,Spain,ESP,2,5,2290,Andy Murray,15,United Kingdom,GBR,16,-6,2073,6-7(3) 6-4 4-6 6-3 6-1,,,
2007-01-15,Australian Open,G,5,H,false,55,R32,Rafael Nadal,2,Spain,ESP,2,5,2285,Stan Wawrinka,31,Switzerland,SUI,40,-5,1997,6-2 6-2 6-2,,,
2007-01-15,Australian Open,G,5,H,false,55,R64,Rafael Nadal,2,Spain,ESP,2,2,2283,Philipp Kohlschreiber,,Germany,GER,61,-3,1897,7-5 6-3 4-6 6-2,,,
2007-01-15,Australian Open,G,5,H,false,55,R128,Rafael Nadal,2,Spain,ESP,2,1,2282,Robert Kendrick,,United States,USA,90,-2,1778,7-6(6) 6-3 6-2,,,
2007-01-08,Sydney,B,3,H,false,41,R32,Chris Guccione,,Australia,AUS,107,19,1873,Rafael Nadal,1,Spain,ESP,2,-15,2297,6-5 RET,,RET,WC
2007-01-01,Chennai,B,3,H,false,51,SF,Xavier Malisse,3,Belgium,BEL,37,18,1979,Rafael Nadal,1,Spain,ESP,2,-16,2313,6-4 7-6(4),,,
2007-01-01,Chennai,B,3,H,false,51,QF,Rafael Nadal,1,Spain,ESP,2,1,2312,Davide Sanguinetti,,Italy,ITA,106,-1,1815,6-3 6-2,,,
2007-01-01,Chennai,B,3,H,false,51,R16,Rafael Nadal,1,Spain,ESP,2,1,2311,Karan Rastogi,,India,IND,480,-1,1627,6-4 6-1,WC,,
2007-01-01,Chennai,B,3,H,false,51,R32,Rafael Nadal,1,Spain,ESP,2,,2311,Rainer Schuettler,,Germany,GER,96,-1,1781,6-4 6-2,,,
2006-11-13,Masters Cup,F,3,H,true,73,SF,Roger Federer,,Switzerland,SUI,1,5,2524,Rafael Nadal,,Spain,ESP,2,-5,2316,6-4 7-5,,,
2006-11-13,Masters Cup,F,3,H,true,73,RR,Rafael Nadal,,Spain,ESP,2,4,2312,Tommy Robredo,,Spain,ESP,6,-4,2056,7-6(2) 6-2,,,
2006-11-13,Masters Cup,F,3,H,true,73,RR,James Blake,,United States,USA,8,16,2135,Rafael Nadal,,Spain,ESP,2,-17,2329,6-4 7-6(0),,,
2006-11-13,Masters Cup,F,3,H,true,73,RR,Rafael Nadal,,Spain,ESP,2,6,2323,Nikolay Davydenko,,Russian Federation,RUS,3,-6,2141,5-7 6-4 6-4,,,
